NAME;TOPX;TOPY;LEASE;CURRENTTYPE;STRUCTURE;MOP
1569;1029997.88;1261757.87;1569;PROD_OIL;CIRA SOUTH;BEAM
1571;1030217.97;1263284.53;1571;PROD_OIL;CIRA SOUTH;BEAM
1572;1032384.02;1259489.85;1572;PROD_OIL;INFANTAS CENTRAL;BEAM
1573;1033362.66;1259912.91;1573;PROD_OIL;INFANTAS CENTRAL;BEAM
1575;1033098.29;1259828.97;1575;PROD_OIL;INFANTAS CENTRAL;BEAM
1576;1032859.47;1259272.54;1576;PROD_OIL;INFANTAS CENTRAL;BEAM
1582;1031840.83;1259598;1582;PROD_OIL;CIRA SOUTH;BEAM
1586;1031993.67;1259252.32;1586;PROD_OIL;INFANTAS CENTRAL;BEAM
1588;1031744.72;1263312.42;1588;PROD_OIL;CIRA SOUTH;BEAM
1592;1032552.68;1259104.12;1592;PROD_OIL;INFANTAS CENTRAL;BEAM
1593;1032890.97;1260073.96;1593;PROD_OIL;INFANTAS CENTRAL;BEAM
1601;1035795.24;1260928.21;1601;PROD_OIL;INFANTAS NORTH;BEAM
1602;1036426.63;1261760.89;1602;PROD_OIL;INFANTAS NORTH;BEAM
1610;1034294.59;1259642.44;1610;PROD_OIL;INFANTAS CENTRAL;BEAM
1618;1029954;1263373.05;1618;PROD_OIL;CIRA SOUTH;BEAM
1619;1029731.64;1262819.11;1619;PROD_OIL;CIRA SOUTH;BEAM
1620;1029917.26;1262666.2;1620;PROD_OIL;CIRA SOUTH;BEAM
1624;1032222.76;1266044.34;1624;PROD_OIL;CIRA NORTH;BEAM
1653;1032532.33;1265684.96;1653;PROD_OIL;CIRA NORTH;BEAM
1654;1032753.52;1265964.03;1654;PROD_OIL;CIRA NORTH;BEAM
1655;1032222.32;1265948.9;1655;PROD_OIL;CIRA NORTH;BEAM
1656;1032968.33;1265923.01;1656;PROD_OIL;CIRA NORTH;BEAM
1657;1032922.41;1265663.78;1657;PROD_OIL;CIRA NORTH;BEAM
1658;1032890.57;1265382.1;1658;PROD_OIL;CIRA NORTH;BEAM
1660;1032491.71;1265498.8;1660;PROD_OIL;CIRA NORTH;BEAM
1661;1032318.32;1265425.8;1661;PROD_OIL;CIRA NORTH;BEAM
1663;1031901.19;1265867.21;1663;PROD_OIL;A58 STAGE 1;BEAM
1664;1032076.16;1266206.26;1664;PROD_OIL;CIRA NORTH;BEAM
1665;1032197.67;1266231.96;1665;PROD_OIL;CIRA NORTH;BEAM
1666;1032241.3;1266424.04;1666;PROD_OIL;CIRA NORTH;BEAM
1667;1032512.73;1266409.73;1667;PROD_OIL;CIRA NORTH;BEAM
1669;1032522.78;1266667.49;1669;PROD_OIL;CIRA NORTH;BEAM
1670;1032730.77;1266853.74;1670;PROD_OIL;CIRA NORTH;BEAM
1671;1032907.67;1266678.68;1671;PROD_OIL;CIRA NORTH;BEAM
1672;1033165.64;1266544.76;1672;PROD_OIL;CIRA NORTH;BEAM
1673;1033075.93;1266176.33;1673;PROD_OIL;CIRA NORTH;BEAM
1675;1032718.94;1266382.35;1675;PROD_OIL;CIRA NORTH;BEAM
1676;1032701.08;1266265.25;1676;PROD_OIL;CIRA NORTH;BEAM
1677;1032747.26;1266177.53;1677;PROD_OIL;CIRA NORTH;BEAM
1678;1032972.62;1266072.83;1678;PROD_OIL;CIRA NORTH;BEAM
1679;1032738.2;1267426.59;1679;PROD_OIL;CIRA NORTH;BEAM
1682;1033167.63;1267260.74;1682;PROD_OIL;CIRA EAST;BEAM
1683;1032994.33;1266999.22;1683;PROD_OIL;CIRA NORTH;BEAM
1686;1033554.09;1266920.85;1686;PROD_OIL;CIRA EAST;BEAM
1687;1033360.96;1266660.31;1687;PROD_OIL;CIRA EAST;BEAM
1689;1033381.6;1266480.99;1689;PROD_OIL;CIRA EAST;BEAM
1690;1033343.94;1266380.31;1690;PROD_OIL;CIRA NORTH;BEAM
1691;1033480.5;1266174.88;1691;PROD_OIL;CIRA EAST;BEAM
1693;1032309.39;1266791.89;1693;PROD_OIL;CIRA NORTH;BEAM
1694;1032056.72;1266558.1;1694;PROD_OIL;CIRA NORTH;BEAM
1697;1032617.25;1264926.62;1697;PROD_OIL;CIRA SOUTH;BEAM
1698;1032707.97;1265237.03;1698;PROD_OIL;CIRA NORTH;BEAM
1700;1032900.18;1265122.94;1700;PROD_OIL;CIRA SOUTH;BEAM
1701;1032881.27;1264868.71;1701;PROD_OIL;CIRA SOUTH;BEAM
1704;1033183.5;1264901;1704;PROD_OIL;CIRA SOUTH;BEAM
1705;1033185.42;1265195.22;1705;PROD_OIL;CIRA NORTH;BEAM
1708;1033339.09;1265943.84;1708;PROD_OIL;CIRA NORTH;BEAM
1709;1033234.96;1266085.52;1709;PROD_OIL;CIRA NORTH;BEAM
1710;1032364.85;1265062.48;1710;PROD_OIL;CIRA SOUTH;BEAM
1712;1032202.1;1264907.01;1712;PROD_OIL;CIRA SOUTH;BEAM
1713;1032220.17;1265250.65;1713;PROD_OIL;CIRA NORTH;BEAM
1714;1032060.17;1265064.72;1714;PROD_OIL;CIRA SOUTH;BEAM
1715;1032082.41;1265413.61;1715;PROD_OIL;CIRA NORTH;BEAM
1716;1031908.36;1264929.21;1716;PROD_OIL;CIRA SOUTH;BEAM
1717;1031892.1;1265304.66;1717;PROD_OIL;CIRA NORTH;BEAM
1718;1031934.16;1265506.2;1718;PROD_OIL;CIRA NORTH;BEAM
1719;1031700.28;1265620.37;1719;PROD_OIL;CIRA NORTH;BEAM
1720;1031457.13;1265770.76;1720;PROD_OIL;CIRA NORTH;BEAM
1722;1032913.63;1267188.22;1722;PROD_OIL;CIRA NORTH;BEAM
1723;1032356.54;1267984.55;1723;PROD_OIL;CIRA NORTH;BEAM
1724;1033152.16;1265777.3;1724;PROD_OIL;CIRA NORTH;BEAM
1725;1031914.15;1265711.76;1725;PROD_OIL;CIRA NORTH;BEAM
1726;1032258.08;1268232.39;1726;PROD_OIL;CIRA NORTH;BEAM
1727;1030091.11;1262903.04;1727;PROD_OIL;CIRA SOUTH;BEAM
1730;1032446.39;1267370.07;1730;PROD_OIL;CIRA NORTH;BEAM
1733;1032360.03;1263680.24;1733;PROD_OIL;CIRA SOUTH;BEAM
1734;1032883.44;1267892.87;1734;PROD_OIL;CIRA EAST;BEAM
1735;1033195.23;1263964.47;1735;PROD_OIL;CIRA SOUTH;BEAM
1737;1033074.15;1267526.4;1737;PROD_OIL;CIRA EAST;BEAM
1740;1033398.58;1267782.39;1740;PROD_OIL;CIRA EAST;BEAM
1741;1033618.04;1267718.29;1741;PROD_OIL;CIRA EAST;BEAM
1743;1030573.07;1264764.94;1743;PROD_OIL;CIRA SOUTH;BEAM
1745;1033856.46;1267363.41;1745;PROD_OIL;CIRA EAST;BEAM
1746;1033465.3;1267168.9;1746;PROD_OIL;CIRA EAST;BEAM
1750;1031985.13;1268506.64;1750;PROD_OIL;CIRA NORTH;BEAM
1751;1032579.29;1268256.73;1751;PROD_OIL;CIRA NORTH;BEAM
1752;1033025.4;1268476.93;1752;PROD_OIL;CIRA EAST;BEAM
1753;1032176.71;1268764.05;1753;PROD_OIL;CIRA NORTH;BEAM
1754;1032666.44;1268599.05;1754;PROD_OIL;CIRA NORTH;BEAM
1757;1032259.95;1269096.17;1757;PROD_OIL;CIRA NORTH;BEAM
1763;1034709.23;1266115.31;1763;PROD_OIL;CIRA EAST;BEAM
1766;1033743.59;1266712.38;1766;PROD_OIL;CIRA EAST;BEAM
1768;1034097.95;1266432.73;1768;PROD_OIL;CIRA EAST;BEAM
1769;1034178.25;1265859.21;1769;PROD_OIL;CIRA EAST;BEAM
1770;1034261.18;1265548.74;1770;PROD_OIL;CIRA EAST;BEAM
1771;1032868.93;1269469.83;1771;PROD_OIL;CIRA NORTH;BEAM
1772;1031892.63;1268167.35;1772;PROD_OIL;CIRA NORTH;BEAM
1773;1031630.14;1268401.1;1773;PROD_OIL;CIRA NORTH;BEAM
1774;1032372.17;1268563.29;1774;PROD_OIL;CIRA NORTH;BEAM
1775;1033130.81;1268813.93;1775;PROD_OIL;CIRA NORTH;BEAM
1776;1033960.46;1265664.03;1776;PROD_OIL;CIRA EAST;BEAM
1778;1034189.14;1265320.8;1778;PROD_OIL;CIRA EAST;BEAM
1780;1034369.4;1268928.19;1780;PROD_OIL;CIRA EAST;BEAM
1781;1034249.5;1269661.76;1781;PROD_OIL;CIRA NORTH;BEAM
1782;1031476.67;1269366.03;1782;PROD_OIL;CIRA NORTH;BEAM
1784;1033350.1;1268515.31;1784;PROD_OIL;CIRA EAST;BEAM
1785;1034635.36;1269345.16;1785;PROD_OIL;CIRA NORTH;BEAM
1786;1033919.51;1269252.12;1786;PROD_OIL;CIRA NORTH;BEAM
1787;1033249.15;1269178.31;1787;PROD_OIL;CIRA NORTH;BEAM
1788;1032664.33;1268786.77;1788;PROD_OIL;CIRA NORTH;BEAM
1789;1033971.35;1268587.69;1789;PROD_OIL;CIRA EAST;BEAM
1792;1033639.71;1265451.4;1792;PROD_OIL;CIRA EAST;BEAM
1793;1033570.74;1265065.38;1793;PROD_OIL;CIRA EAST;BEAM
1795;1032627.03;1267240.81;1795;PROD_OIL;CIRA NORTH;BEAM
1799;1032673.72;1268603.08;1799;PROD_OIL;CIRA NORTH;BEAM
1801;1031568.36;1268789.81;1801;PROD_OIL;CIRA NORTH;BEAM
1802;1031811.14;1269066.42;1802;PROD_OIL;CIRA NORTH;BEAM
1803;1033533.08;1269585.51;1803;PROD_OIL;CIRA NORTH;BEAM
1804;1032770.35;1269131.08;1804;PROD_OIL;CIRA NORTH;BEAM
1805;1034721.11;1268660.21;1805;PROD_OIL;CIRA EAST;BEAM
1807;1031140.19;1264952.54;1807;PROD_OIL;CIRA SOUTH;BEAM
1808;1030426.88;1264138.31;1808;PROD_OIL;CIRA SOUTH;BEAM
1809;1030200.88;1263571.69;1809;PROD_OIL;CIRA SOUTH;BEAM
1810;1030073.21;1262092.12;1810;PROD_OIL;CIRA SOUTH;BEAM
1811;1030530.59;1264418.91;1811;PROD_OIL;CIRA SOUTH;BEAM
1813;1030140.01;1263216.44;1813;PROD_OIL;CIRA SOUTH;BEAM
1814;1030322.94;1263005.2;1814;PROD_OIL;CIRA SOUTH;BEAM
1815;1036268.51;1265326.38;1815;PROD_OIL;CIRA EAST;BEAM
1816;1034417.52;1264120;1816;PROD_OIL;CIRA EAST;BEAM
1817;1032729.43;1266864.06;1817;PROD_OIL;CIRA NORTH;BEAM
1824;1035502.81;1260228.1;1824;PROD_OIL;INFANTAS NORTH;BEAM
1825;1035038.55;1260286.86;1825;PROD_OIL;INFANTAS NORTH;BEAM
1827;1032170.07;1268732.55;1827;PROD_OIL;CIRA NORTH;BEAM
1829;1032643.07;1268762.23;1829;PROD_OIL;CIRA NORTH;BEAM
1830;1032793.19;1269121.81;1830;PROD_OIL;CIRA NORTH;BEAM
1831;1031895.02;1269217.56;1831;PROD_OIL;CIRA NORTH;BEAM
1832;1032344.68;1269444.37;1832;PROD_OIL;CIRA NORTH;BEAM
1837;1031829.63;1263872.34;1837;PROD_OIL;CIRA SOUTH;BEAM
1838;1031993.26;1264317.51;1838;PROD_OIL;CIRA SOUTH;BEAM
1839;1031576.87;1262684.64;1839;PROD_OIL;CIRA SOUTH;BEAM
1841;1030668.9;1262608.29;1841;PROD_OIL;CIRA SOUTH;BEAM
1847;1031129.07;1266878.46;1847;PROD_OIL;CIRA NORTH;BEAM
1849;1031241.61;1267201.87;1849;PROD_OIL;CIRA NORTH;BEAM
1851;1031524.15;1264539.37;1851;PROD_OIL;CIRA SOUTH;BEAM
1853;1031636.28;1267535.67;1853;PROD_OIL;CIRA NORTH;BEAM
1854;1030898.39;1267264.43;1854;PROD_OIL;CIRA NORTH;BEAM
1855;1030599.82;1266913.3;1855;PROD_OIL;CIRA NORTH;BEAM
1857;1031176.72;1267596.6;1857;PROD_OIL;CIRA NORTH;BEAM
1858;1032693.74;1269189.13;1858;PROD_OIL;CIRA NORTH;BEAM
1859;1032849.13;1268984.34;1859;PROD_OIL;CIRA NORTH;BEAM
1860;1033383.74;1268948.56;1860;PROD_OIL;CIRA NORTH;BEAM
1861;1032378.13;1268950.38;1861;PROD_OIL;CIRA NORTH;BEAM
1862;1033049.16;1269391.33;1862;PROD_OIL;CIRA NORTH;BEAM
1863;1033549.31;1269324.9;1863;PROD_OIL;CIRA NORTH;BEAM
1864;1033072;1268824.95;1864;PROD_OIL;CIRA NORTH;BEAM
1865;1033523.99;1269088.66;1865;PROD_OIL;CIRA NORTH;BEAM
1866;1032229.54;1269095.29;1866;PROD_OIL;CIRA NORTH;BEAM
1867;1031304.25;1265062.57;1867;PROD_OIL;CIRA NORTH;BEAM
1868;1033740.22;1265971.8;1868;PROD_OIL;CIRA EAST;BEAM
1871;1032150.42;1264879.89;1871;PROD_OIL;CIRA SOUTH;BEAM
1872;1031842.24;1266287.87;1872;PROD_OIL;CIRA NORTH;BEAM
1874;1032675.95;1265206.79;1874;PROD_OIL;CIRA NORTH;BEAM
1875;1034452.79;1265630.31;1875;PROD_OIL;CIRA EAST;BEAM
1877;1033957.47;1265025.67;1877;PROD_OIL;CIRA EAST;BEAM
1878;1032535.58;1269320.4;1878;PROD_OIL;CIRA NORTH;BEAM
1879;1032189.54;1269340.76;1879;PROD_OIL;CIRA NORTH;BEAM
1880;1033555.38;1264892.79;1880;PROD_OIL;CIRA EAST;BEAM
1881;1033711.19;1265101.38;1881;PROD_OIL;CIRA EAST;PROG_CAVITY
1882;1032166.28;1260611.82;1882;PROD_OIL;CIRA SOUTH;BEAM
1883;1031001.73;1261751.97;1883;PROD_OIL;CIRA SOUTH;BEAM
1884;1034305.05;1261630.33;1884;PROD_OIL;INFANTAS NORTH;BEAM
1885;1032029.3;1268779.25;1885;PROD_OIL;CIRA NORTH;BEAM
1889;1034170.41;1266343.94;1889;PROD_OIL;CIRA EAST;BEAM
1890;1034374.61;1266510.7;1890;PROD_OIL;CIRA EAST;BEAM
1891;1032865.58;1265552.12;1891;PROD_OIL;CIRA NORTH;BEAM
1892;1032797.8;1265544;1892;PROD_OIL;CIRA NORTH;BEAM
2010;1034547;1262071;2010;PROD_OIL;INFANTAS NORTH;BEAM
2011;1034552.8;1261744.1;2011;PROD_OIL;INFANTAS NORTH;ESP
2019;1034674.03;1260211.38;2019;PROD_OIL;INFANTAS NORTH;BEAM
2020;1034465.95;1261611.41;2020;PROD_OIL;INFANTAS NORTH;BEAM
2029;1031863.04;1265315.23;2029;PROD_OIL;CIRA NORTH;BEAM
2029ST;1031863.04;1265315.23;2029ST;PROD_OIL;CIRA SOUTH;BEAM
2030;1031936.7;1264906.16;2030;PROD_OIL;CIRA SOUTH;ESP
2031;1032221.45;1262608.54;2031;PROD_OIL;CIRA SOUTH;BEAM
2031ST;1032221.45;1262608.54;2031ST;PROD_OIL;CIRA SOUTH;BEAM
2032;1031472.97;1261987.09;2032;PROD_OIL;CIRA SOUTH;BEAM
2034;1033226.17;1262606.46;2034;PROD_OIL;CIRA SOUTH;BEAM
2038;1033927.81;1265589.11;2038;PROD_OIL;CIRA EAST;BEAM
2039;1033829.54;1262540.17;2039;PROD_OIL;INFANTAS NORTH;BEAM
2040;1034275;1262835;2040;PROD_OIL;CIRA EAST;BEAM
2042;1034217.89;1266993.81;2042;PROD_OIL;CIRA EAST;BEAM
2043;1034005.27;1266071.09;2043;PROD_OIL;CIRA EAST;BEAM
2044;1034652.79;1267082.76;2044;PROD_OIL;CIRA EAST;BEAM
2045;1033983.83;1267625.43;2045;PROD_OIL;CIRA EAST;ESP
2047;1032695.08;1265820.33;2047;PROD_OIL;CIRA NORTH;BEAM
2048;1035030.74;1260472.56;2048;PROD_OIL;INFANTAS NORTH;PROG_CAVITY
2052;1035824.94;1260873.3;2052;PROD_OIL;INFANTAS NORTH;BEAM
2053;1035528.32;1260580.25;2053;PROD_OIL;INFANTAS NORTH;BEAM
2054;1032990.66;1260934.07;2054;PROD_OIL;INFANTAS NORTH;PROG_CAVITY
2055;1035207.95;1260513.83;2055;PROD_OIL;INFANTAS NORTH;BEAM
2057;1032232.44;1264662.91;2057;PROD_OIL;CIRA SOUTH;ESP
2058;1032198.11;1262486.62;2058;PROD_OIL;CIRA SOUTH;BEAM
2059;1032690.09;1265832.11;2059;PROD_OIL;CIRA NORTH;ESP
2060;1034310.36;1260890.6;2060;PROD_OIL;INFANTAS NORTH;BEAM
2065;1035090.49;1259920.67;2065;PROD_OIL;INFANTAS NORTH;BEAM
2066;1034946.47;1260537.37;2066;PROD_OIL;INFANTAS NORTH;BEAM
2067;1035095.35;1259917.16;2067;PROD_OIL;INFANTAS NORTH;BEAM
2069;1035071.02;1259934.71;2069;PROD_OIL;INFANTAS NORTH;BEAM
2071;1035080.75;1259927.68;2071;PROD_OIL;INFANTAS NORTH;BEAM
2078;1034883.58;1262671.41;2078;PROD_OIL;INFANTAS NORTH;BEAM
2080;1034304.48;1260864.68;2080;PROD_OIL;INFANTAS NORTH;BEAM
2080ST;1034304.48;1260864.68;2080ST;PROD_OIL;INFANTAS NORTH;BEAM
2082;1035830.6;1260865.06;2082;PROD_OIL;INFANTAS NORTH;PROG_CAVITY
2083;1034992.04;1260282.83;2083;PROD_OIL;INFANTAS NORTH;BEAM
2085;1034570.33;1260644.74;2085;PROD_OIL;INFANTAS NORTH;PROG_CAVITY
2086;1034955.6;1261663.75;2086;PROD_OIL;INFANTAS NORTH;PROG_CAVITY
2088;1035595.5;1261827.19;2088;PROD_OIL;INFANTAS NORTH;BEAM
2090;1033339;1260978;2090;PROD_OIL;INFANTAS NORTH;BEAM
2091;1034472.44;1261623.16;2091;PROD_OIL;INFANTAS NORTH;BEAM
2092;1035819.35;1261784.44;2092;PROD_OIL;INFANTAS NORTH;BEAM
2094;1034860.52;1262090.72;2094;PROD_OIL;INFANTAS NORTH;ESP
2097;1034175.32;1261262.25;2097;PROD_OIL;INFANTAS NORTH;BEAM
2100;1031373.36;1264255.54;2100;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2101;1031706.05;1264291.27;2101;PROD_OIL;CIRA SOUTH;ESP
2102;1032284.64;1264959.26;2102;PROD_OIL;CIRA SOUTH;ESP
2103;1033342.65;1265218.35;2103;PROD_OIL;CIRA EAST;BEAM
2105;1031982.23;1261989.58;2105;PROD_OIL;CIRA SOUTH;ESP
2106;1032351.55;1261984.84;2106;PROD_OIL;CIRA SOUTH;BEAM
2109;1032561.58;1263260.85;2109;PROD_OIL;CIRA SOUTH;BEAM
2110;1032156.63;1262904.29;2110;PROD_OIL;CIRA SOUTH;BEAM
2112;1032727.52;1264226.9;2112;PROD_OIL;CIRA SOUTH;BEAM
2113;1033121.47;1264518.41;2113;PROD_OIL;CIRA SOUTH;ESP
2114;1033008.18;1265376.72;2114;PROD_OIL;CIRA NORTH;ESP
2116;1032389.73;1265176.22;2116;PROD_OIL;CIRA NORTH;ESP
2117;1031872.77;1265312.93;2117;PROD_OIL;CIRA NORTH;BEAM
2118;1031152.97;1262020.46;2118;PROD_OIL;CIRA SOUTH;BEAM
2119;1031268.52;1262286.89;2119;PROD_OIL;CIRA SOUTH;BEAM
2120;1031152.35;1262014.99;2120;PROD_OIL;CIRA SOUTH;BEAM
2121;1031435.04;1262224.19;2121;PROD_OIL;CIRA SOUTH;BEAM
2122;1031847.92;1262101.11;2122;PROD_OIL;CIRA SOUTH;BEAM
2123;1032204.03;1262262.11;2123;PROD_OIL;B STAGE 1;PROG_CAVITY
2124;1032161.93;1262055.31;2124;PROD_OIL;CIRA SOUTH;BEAM
2127;1032606.27;1262280.96;2127;PROD_OIL;B STAGE 1;PROG_CAVITY
2128;1033051;1261963;2128;PROD_OIL;CIRA SOUTH;BEAM
2131;1033432.3;1262859.05;2131;PROD_OIL;B STAGE 1;BEAM
2132;1033177.55;1262800.76;2132;PROD_OIL;CIRA SOUTH;BEAM
2133;1032668.78;1262673.03;2133;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2136;1031275.65;1262502.48;2136;PROD_OIL;CIRA SOUTH;BEAM
2137;1031266.42;1262496.5;2137;PROD_OIL;CIRA SOUTH;ESP
2139;1030930.66;1262561.13;2139;PROD_OIL;CIRA SOUTH;ESP
2141;1031347.21;1262937.33;2141;PROD_OIL;CIRA SOUTH;BEAM
2144;1031770.92;1263158.78;2144;PROD_OIL;CIRA SOUTH;ESP
2145;1031890.2;1263099.85;2145;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2146;1032668.62;1265351.58;2146;PROD_OIL;CIRA NORTH;PROG_CAVITY
2147;1033020.77;1265793.96;2147;PROD_OIL;CIRA NORTH;PROG_CAVITY
2148;1032649.3;1265346.38;2148;PROD_OIL;CIRA NORTH;BEAM
2148ST;1032649.3;1265346.38;2148ST;PROD_OIL;CIRA NORTH;BEAM
2149;1033292.8;1265864.14;2149;PROD_OIL;CIRA NORTH;BEAM
2150;1033295.98;1265854.66;2150;PROD_OIL;CIRA EAST;PROG_CAVITY
2151;1032020.25;1263347.97;2151;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2152;1032213.14;1263320.07;2152;PROD_OIL;CIRA SOUTH;ESP
2153;1032643.72;1263211.72;2153;PROD_OIL;CIRA SOUTH;BEAM
2157;1033057.67;1263395.77;2157;PROD_OIL;CIRA SOUTH;ESP
2160;1033393.53;1263616.24;2160;PROD_OIL;CIRA SOUTH;BEAM
2161;1033416.38;1263326.39;2161;PROD_OIL;CIRA SOUTH;BEAM
2163;1031929.42;1263671.44;2163;PROD_OIL;CIRA SOUTH;BEAM
2164;1032678.23;1262941.13;2164;PROD_OIL;CIRA SOUTH;BEAM
2165;1031950.18;1263989.58;2165;PROD_OIL;CIRA SOUTH;ESP
2167;1031726.26;1263762.31;2167;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2168;1031282.32;1264016.66;2168;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2170;1031708.95;1264271.47;2170;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2172;1031707.45;1264281.37;2172;PROD_OIL;CIRA SOUTH;ESP
2173;1033294.5;1263209.69;2173;PROD_OIL;CIRA SOUTH;BEAM
2178;1032005.07;1262570.41;2178;PROD_OIL;CIRA SOUTH;ESP
2180;1032379.78;1264756.91;2180;PROD_OIL;CIRA SOUTH;ESP
2181;1032658.71;1262677.41;2181;PROD_OIL;CIRA SOUTH;BEAM
2182;1032331.11;1265192.55;2182;PROD_OIL;CIRA NORTH;ESP
2185;1031956.7;1264904.16;2185;PROD_OIL;CIRA SOUTH;BEAM
2186;1031946.75;1264905.13;2186;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2191;1032238.85;1266021.9;2191;PROD_OIL;CIRA NORTH;ESP
2192;1031046.12;1264773.75;2192;PROD_OIL;CIRA SOUTH;ESP
2193;1031056.73;1264757.75;2193;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2194;1030897.32;1264106.7;2194;PROD_OIL;CIRA SOUTH;ESP
2195;1031063.81;1264747.07;2195;PROD_OIL;CIRA SOUTH;ESP
2196;1033001.76;1265369.06;2196;PROD_OIL;CIRA NORTH;PROG_CAVITY
2198;1033350;1265225.13;2198;PROD_OIL;CIRA NORTH;ESP
2200;1033289.26;1265873.38;2200;PROD_OIL;CIRA NORTH;PROG_CAVITY
2200ST;1033289.26;1265873.38;2200ST;PROD_OIL;CIRA NORTH;ESP
2202;1033014.59;1265384.39;2202;PROD_OIL;CIRA NORTH;PROG_CAVITY
2204;1032321.24;1261981.16;2204;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2206;1033075.51;1264810.45;2206;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2207;1033060.22;1264797.55;2207;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2208;1033083.92;1264817.54;2208;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2209;1032288.85;1264271.74;2209;PROD_OIL;CIRA SOUTH;ESP
2210;1032466.15;1264408.7;2210;PROD_OIL;CIRA SOUTH;BEAM
2211;1031943.6;1263998.39;2211;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2212;1032805.52;1264100.22;2212;PROD_OIL;CIRA SOUTH;ESP
2213;1032517.86;1263867.2;2213;PROD_OIL;CIRA SOUTH;ESP
2215;1031839.43;1262106.89;2215;PROD_OIL;CIRA SOUTH;BEAM
2217;1033025.82;1265791.15;2217;PROD_OIL;CIRA NORTH;BEAM
2218;1032168.06;1265654.43;2218;PROD_OIL;CIRA NORTH;BEAM
2219;1032142;1265634.19;2219;PROD_OIL;CIRA NORTH;BEAM
2221;1032133.31;1265627.44;2221;PROD_OIL;CIRA NORTH;BEAM
2222;1032124.63;1265620.69;2222;PROD_OIL;CIRA NORTH;BEAM
2224;1031712.76;1265368.23;2224;PROD_OIL;CIRA NORTH;ESP
2226;1031506.89;1265124.1;2226;PROD_OIL;CIRA NORTH;BEAM
2228;1031413.13;1265483.23;2228;PROD_OIL;CIRA NORTH;BEAM
2230;1031509.51;1265134.78;2230;PROD_OIL;CIRA NORTH;ESP
2231;1031200.06;1265018.72;2231;PROD_OIL;CIRA NORTH;ESP
2232;1031081.24;1265512.16;2232;PROD_OIL;CIRA NORTH;ESP
2233;1031421.03;1265483.23;2233;PROD_OIL;CIRA NORTH;BEAM
2234;1030708;1266069;2234;PROD_OIL;CIRA NORTH;BEAM
2235;1031062.56;1265529.64;2235;PROD_OIL;CIRA NORTH;BEAM
2237;1031356.17;1265782.36;2237;PROD_OIL;CIRA NORTH;BEAM
2238;1031362.17;1265782.44;2238;PROD_OIL;CIRA NORTH;BEAM
2241;1031484.04;1266250.19;2241;PROD_OIL;CIRA NORTH;PROG_CAVITY
2242;1031486.64;1266237.66;2242;PROD_OIL;CIRA NORTH;ESP
2243;1031485.34;1266243.93;2243;PROD_OIL;CIRA NORTH;BEAM
2244;1031796.33;1265904.89;2244;PROD_OIL;CIRA NORTH;ESP
2246;1031804.73;1265861.7;2246;PROD_OIL;CIRA NORTH;ESP
2248;1032245.76;1266030.46;2248;PROD_OIL;CIRA NORTH;BEAM
2250;1033068;1266114.51;2250;PROD_OIL;CIRA NORTH;BEAM
2251;1033073.22;1266089.45;2251;PROD_OIL;CIRA NORTH;BEAM
2253;1033069.3;1266108.25;2253;PROD_OIL;CIRA NORTH;BEAM
2254;1033469.7;1266272.51;2254;PROD_OIL;CIRA NORTH;BEAM
2255;1033472.84;1266284.92;2255;PROD_OIL;CIRA EAST;BEAM
2256;1033471.26;1266278.72;2256;PROD_OIL;CIRA EAST;BEAM
2258;1033679.41;1266718.28;2258;PROD_OIL;CIRA EAST;BEAM
2263;1033151.22;1266822.77;2263;PROD_OIL;CIRA NORTH;BEAM
2264;1032615.76;1266549.48;2264;PROD_OIL;CIRA NORTH;BEAM
2265;1032609.94;1266551.98;2265;PROD_OIL;CIRA NORTH;PROG_CAVITY
2267;1032428.31;1266435.69;2267;PROD_OIL;CIRA NORTH;PROG_CAVITY
2268;1032425.94;1266441.63;2268;PROD_OIL;CIRA NORTH;ESP
2271;1032209.63;1266476.98;2271;PROD_OIL;CIRA NORTH;BEAM
2273;1031589.02;1266389.02;2273;PROD_OIL;CIRA NORTH;ESP
2274;1031591.92;1266396.37;2274;PROD_OIL;CIRA NORTH;ESP
2276;1031580.31;1266366.98;2276;PROD_OIL;CIRA NORTH;BEAM
2278;1031481.44;1266262.73;2278;PROD_OIL;CIRA NORTH;PROG_CAVITY
2279;1030862;1266291;2279;PROD_OIL;CIRA NORTH;BEAM
2282;1031586.12;1266381.68;2282;PROD_OIL;CIRA NORTH;BEAM
2283;1032183.31;1267181.16;2283;PROD_OIL;CIRA NORTH;BEAM
2284;1032020.7;1267001.72;2284;PROD_OIL;CIRA NORTH;BEAM
